id_animal,fazenda,raca,categoria,idade_anos,ecc,dpp,peso_kg,touro,protocolo,thi,resultado_prenhez,perda_gestacional,custo_protocolo,custo_manutencao_dia,custo_nutricional,valor_bezerro,dias_abertos,receita_esperada,custo_manutencao_total,custo_total,margem_bruta,roi
BOV-04102,Fazenda Boa Vista,Angus,Multípara,7.7,5.6,70,519,Touro_G,IATF,84.3,1,0,45,7.81,570.63,2845,70,2845,546.6999999999999,1162.33,1682.67,144.76697667615912
BOV-04103,Fazenda São José,Hereford,Novilha,2.0,7.0,0,394,Touro_B,IATF,71.4,1,0,45,9.22,376.75,2489,0,2489,0.0,421.75,2067.25,490.1600474214582
BOV-04104,Fazenda Santa Helena,Angus,Primípara,3.7,6.7,42,466,Touro_B,Monta Natural,64.5,0,0,15,8.74,590.11,2708,365,0,3190.1,3795.21,-3795.21,-100.0
BOV-04105,Fazenda Boa Vista,Brangus,Novilha,3.0,5.7,0,384,Touro_D,IATF,70.8,1,0,45,7.35,536.36,3080,0,3080,0.0,581.36,2498.64,429.79221136645106
BOV-04106,Fazenda São José,Nelore,Primípara,3.4,3.3,47,364,Touro_B,Monta Natural,79.0,0,0,15,8.0,418.7,2024,365,0,2920.0,3353.7,-3353.7,-100.0
BOV-04107,Fazenda Nova Aliança,Nelore,Multípara,7.1,6.5,57,387,Touro_E,IATF,84.2,1,0,45,7.38,460.67,2382,57,2382,420.65999999999997,926.3299999999999,1455.67,157.14378245333737
BOV-04108,Fazenda Santa Helena,Brangus,Primípara,3.4,4.7,83,374,Touro_L,Monta Natural,63.9,0,0,15,8.91,401.53,2811,365,0,3252.15,3668.6800000000003,-3668.6800000000003,-100.0
BOV-04109,Fazenda Nova Aliança,Nelore,Multípara,4.6,6.6,81,481,Touro_J,Monta Natural,72.3,0,0,15,7.94,581.16,1988,365,0,2898.1000000000004,3494.26,-3494.26,-100.0
BOV-04110,Fazenda São José,Nelore,Multípara,8.4,5.8,100,411,Touro_L,Monta Natural,74.2,1,0,15,8.97,471.3,2063,100,2063,897.0000000000001,1383.3000000000002,679.6999999999998,49.13612376201834
BOV-04111,Fazenda São José,Nelore,Multípara,6.6,4.4,50,283,Touro_G,IATF + Repasse,78.0,1,0,60,10.04,374.3,2312,50,2312,501.99999999999994,936.3,1375.7,146.92940296913383
BOV-04112,Fazenda São José,Nelore,Multípara,5.0,5.6,56,436,Touro_B,IATF + Repasse,71.0,1,0,60,6.37,422.13,2372,56,2372,356.72,838.85,1533.15,182.768075341241
BOV-04113,Fazenda Santa Helena,Brangus,Novilha,2.2,7.0,0,395,Touro_I,IATF + Repasse,72.0,1,0,60,9.68,450.44,2354,0,2354,0.0,510.44,1843.56,361.17075464305304
BOV-04114,Fazenda Santa Helena,Nelore,Novilha,1.5,5.9,0,265,Touro_A,Monta Natural,69.5,0,0,15,8.59,270.66,2474,365,0,3135.35,3421.0099999999998,-3421.0099999999998,-100.0
BOV-04115,Fazenda São José,Angus,Primípara,3.3,4.0,49,417,Touro_B,IATF + Repasse,64.2,1,0,60,8.95,361.16,3072,49,3072,438.54999999999995,859.71,2212.29,257.32979725721464
BOV-04116,Fazenda Boa Vista,Nelore,Novilha,1.7,4.7,0,305,Touro_G,Monta Natural,77.7,1,0,15,7.34,326.52,2249,0,2249,0.0,341.52,1907.48,558.526587022722
BOV-04117,Fazenda Nova Aliança,Hereford,Primípara,2.5,4.2,44,410,Touro_L,IATF + Repasse,66.3,1,0,60,7.6,601.56,2545,44,2545,334.4,995.9599999999999,1549.04,155.53235069681514
BOV-04118,Fazenda Boa Vista,Nelore,Primípara,4.1,4.6,74,439,Touro_E,IATF,62.6,0,0,45,5.91,492.71,2423,365,0,2157.15,2694.86,-2694.86,-100.0
BOV-04119,Fazenda Santa Helena,Brangus,Multípara,11.3,6.5,40,454,Touro_A,Monta Natural,69.2,0,0,15,9.15,536.6,2559,365,0,3339.75,3891.35,-3891.35,-100.0
BOV-04120,Fazenda Esperança,Brangus,Primípara,2.9,3.9,94,413,Touro_D,IATF + Repasse,61.9,1,0,60,9.15,544.98,2752,94,2752,860.1,1465.08,1286.92,87.83957190051056
BOV-04121,Fazenda Boa Vista,Nelore,Multípara,8.3,7.4,30,465,Touro_H,IATF + Repasse,69.6,1,0,60,8.1,692.55,2687,30,2687,243.0,995.55,1691.45,169.90105971573504
BOV-04122,Fazenda São José,Hereford,Multípara,6.2,3.9,72,490,Touro_E,IATF,69.2,1,0,45,10.07,533.24,2853,72,2853,725.04,1303.28,1549.72,118.90921367626297
BOV-04123,Fazenda Esperança,Brangus,Multípara,7.9,8.3,34,390,Touro_L,IATF,71.5,0,0,45,5.96,453.33,2415,365,0,2175.4,2673.73,-2673.73,-100.0
BOV-04124,Fazenda Nova Aliança,Angus,Novilha,2.2,7.4,0,375,Touro_B,IATF,69.1,1,0,45,8.82,554.23,2368,0,2368,0.0,599.23,1768.77,295.1738063848606
BOV-04125,Fazenda Esperança,Nelore,Primípara,3.0,5.1,53,403,Touro_I,TE,72.3,0,0,180,7.02,443.36,2274,365,0,2562.2999999999997,3185.66,-3185.66,-100.0
BOV-04126,Fazenda Esperança,Senepol,Primípara,3.9,3.4,80,373,Touro_A,IATF,83.3,0,0,45,6.91,504.76,2593,365,0,2522.15,3071.91,-3071.91,-100.0
BOV-04127,Fazenda Esperança,Brangus,Primípara,2.8,4.9,56,511,Touro_A,TE,57.0,1,0,180,7.45,567.56,2265,56,2265,417.2,1164.76,1100.24,94.46066142381262
BOV-04128,Fazenda Nova Aliança,Nelore,Primípara,2.6,4.6,59,395,Touro_J,TE,81.2,1,1,180,9.39,378.94,1748,59,0,554.01,1112.95,-1112.95,-100.0
BOV-04129,Fazenda Boa Vista,Nelore,Multípara,10.1,4.0,39,390,Touro_E,IATF + Repasse,63.4,0,0,60,6.09,567.62,2184,365,0,2222.85,2850.47,-2850.47,-100.0
BOV-04130,Fazenda Santa Helena,Hereford,Primípara,3.8,5.3,105,395,Touro_I,IATF + Repasse,74.7,1,0,60,8.13,512.88,2486,105,2486,853.6500000000001,1426.5300000000002,1059.4699999999998,74.26903044450516
BOV-04131,Fazenda Boa Vista,Brangus,Primípara,3.5,4.2,57,467,Touro_F,TE,79.6,1,0,180,5.61,655.89,3051,57,3051,319.77000000000004,1155.66,1895.34,164.0049841648928
BOV-04132,Fazenda Santa Helena,Brangus,Multípara,7.7,4.6,61,434,Touro_E,IATF,70.8,0,0,45,6.68,382.47,2411,365,0,2438.2,2865.67,-2865.67,-100.0
BOV-04133,Fazenda São José,Angus,Novilha,2.2,5.8,0,415,Touro_F,IATF,73.2,1,0,45,8.64,536.77,2552,0,2552,0.0,581.77,1970.23,338.6613266411125
BOV-04134,Fazenda São José,Brangus,Primípara,3.4,4.4,65,384,Touro_F,IATF + Repasse,76.4,1,0,60,10.1,479.34,2596,65,2596,656.5,1195.84,1400.16,117.0858977789671
BOV-04135,Fazenda São José,Nelore,Multípara,7.1,8.0,65,423,Touro_I,IATF,78.3,1,0,45,10.19,481.7,2046,65,2046,662.35,1189.05,856.95,72.07014002775325
BOV-04136,Fazenda Santa Helena,Nelore,Novilha,2.2,5.6,0,315,Touro_I,IATF,65.0,1,1,45,8.71,283.33,1934,0,0,0.0,328.33,-328.33,-100.0
BOV-04137,Fazenda Esperança,Brangus,Multípara,8.2,6.0,44,447,Touro_E,IATF,74.5,0,0,45,7.55,487.38,2799,365,0,2755.75,3288.13,-3288.13,-100.0
BOV-04138,Fazenda Boa Vista,Senepol,Novilha,2.5,6.1,0,328,Touro_D,Monta Natural,71.6,0,0,15,6.36,404.22,2709,365,0,2321.4,2740.62,-2740.62,-100.0
BOV-04139,Fazenda São José,Nelore,Multípara,9.7,5.9,54,461,Touro_A,Monta Natural,75.0,1,0,15,7.36,587.42,2416,54,2416,397.44,999.8599999999999,1416.14,141.63382873602305
BOV-04140,Fazenda São José,Angus,Primípara,3.3,5.4,77,430,Touro_F,IATF,74.9,1,0,45,7.6,379.21,3012,77,3012,585.1999999999999,1009.4099999999999,2002.5900000000001,198.39213005617148
BOV-04141,Fazenda Boa Vista,Brangus,Primípara,3.3,5.9,52,424,Touro_G,Monta Natural,71.6,0,0,15,8.29,470.93,3144,365,0,3025.85,3511.7799999999997,-3511.7799999999997,-100.0
BOV-04142,Fazenda Santa Helena,Angus,Multípara,7.0,5.8,87,476,Touro_G,IATF + Repasse,72.1,1,0,60,7.12,522.58,2404,87,2404,619.44,1202.02,1201.98,99.99667226834829
BOV-04143,Fazenda Santa Helena,Hereford,Novilha,2.3,6.2,0,454,Touro_A,TE,75.2,1,0,180,6.75,613.07,2580,0,2580,0.0,793.07,1786.9299999999998,225.3180677619882
BOV-04144,Fazenda Esperança,Brangus,Primípara,3.4,5.1,93,466,Touro_F,IATF,69.3,0,0,45,6.68,386.24,2445,365,0,2438.2,2869.4399999999996,-2869.4399999999996,-100.0
BOV-04145,Fazenda Nova Aliança,Nelore,Primípara,4.3,4.9,82,422,Touro_H,IATF,76.5,0,0,45,6.02,569.63,2246,365,0,2197.2999999999997,2811.93,-2811.93,-100.0
BOV-04146,Fazenda São José,Senepol,Primípara,3.9,4.1,71,347,Touro_C,IATF,67.6,1,0,45,10.04,467.92,1890,71,1890,712.8399999999999,1225.76,664.24,54.19005351781752
BOV-04147,Fazenda Santa Helena,Brangus,Primípara,4.3,4.9,30,404,Touro_A,TE,83.9,0,0,180,8.42,520.34,2665,365,0,3073.3,3773.6400000000003,-3773.6400000000003,-100.0
BOV-04148,Fazenda Boa Vista,Hereford,Multípara,9.7,5.8,70,518,Touro_G,IATF,74.9,1,0,45,6.53,740.65,2645,70,2645,457.1,1242.75,1402.25,112.8344397505532
BOV-04149,Fazenda Esperança,Brangus,Multípara,11.8,6.0,50,413,Touro_D,IATF,73.5,1,0,45,7.88,464.88,2805,50,2805,394.0,903.88,1901.12,210.32880470858962
BOV-04150,Fazenda Esperança,Hereford,Multípara,9.1,5.7,53,473,Touro_L,IATF,68.6,1,0,45,8.25,410.22,3372,53,3372,437.25,892.47,2479.5299999999997,277.8278261454166
BOV-04151,Fazenda Santa Helena,Nelore,Primípara,4.4,4.8,32,347,Touro_E,Monta Natural,71.3,0,0,15,8.55,358.12,2212,365,0,3120.7500000000005,3493.8700000000003,-3493.8700000000003,-100.0
BOV-04152,Fazenda Santa Helena,Nelore,Novilha,1.7,6.0,0,301,Touro_B,Monta Natural,74.6,1,0,15,8.49,369.59,2107,0,2107,0.0,384.59,1722.41,447.85615850646144
BOV-04153,Fazenda Esperança,Hereford,Multípara,4.4,4.8,72,537,Touro_G,IATF + Repasse,79.4,1,0,60,6.18,550.98,2686,72,2686,444.96,1055.94,1630.06,154.37051347614445
BOV-04154,Fazenda Boa Vista,Nelore,Multípara,8.6,5.9,30,449,Touro_A,IATF + Repasse,65.1,0,0,60,6.31,558.14,2221,365,0,2303.1499999999996,2921.2899999999995,-2921.2899999999995,-100.0
BOV-04155,Fazenda Boa Vista,Nelore,Primípara,4.5,4.8,72,429,Touro_D,Monta Natural,63.9,1,0,15,7.67,356.3,2206,72,2206,552.24,923.54,1282.46,138.86350347575635
BOV-04156,Fazenda Santa Helena,Hereford,Primípara,3.3,5.2,88,471,Touro_H,IATF,69.2,1,0,45,8.46,399.99,2696,88,2696,744.48,1189.47,1506.53,126.65556928716151
BOV-04157,Fazenda São José,Hereford,Primípara,2.9,6.0,60,434,Touro_L,Monta Natural,69.6,0,0,15,10.23,350.39,2851,365,0,3733.9500000000003,4099.34,-4099.34,-100.0
BOV-04158,Fazenda Nova Aliança,Nelore,Primípara,3.5,4.3,94,362,Touro_G,IATF + Repasse,69.3,0,0,60,8.87,536.91,2478,365,0,3237.5499999999997,3834.4599999999996,-3834.4599999999996,-100.0
BOV-04159,Fazenda Nova Aliança,Hereford,Multípara,9.2,6.2,41,454,Touro_G,IATF,74.9,1,0,45,5.99,446.35,2673,41,2673,245.59,736.94,1936.06,262.7160962900643
BOV-04160,Fazenda São José,Brangus,Novilha,2.0,6.0,0,372,Touro_G,IATF + Repasse,73.4,1,0,60,9.44,504.76,2614,0,2614,0.0,564.76,2049.24,362.85147673347967
BOV-04161,Fazenda São José,Angus,Multípara,9.7,7.9,75,551,Touro_L,IATF,70.6,1,0,45,8.97,782.86,3037,75,3037,672.75,1500.6100000000001,1536.3899999999999,102.38436369209853
BOV-04162,Fazenda Santa Helena,Hereford,Novilha,3.0,5.8,0,337,Touro_E,IATF + Repasse,80.2,0,0,60,6.59,306.78,2953,365,0,2405.35,2772.13,-2772.13,-100.0
BOV-04163,Fazenda São José,Angus,Primípara,4.3,5.7,43,428,Touro_K,IATF,85.8,0,0,45,6.92,402.06,3091,365,0,2525.8,2972.86,-2972.86,-100.0
BOV-04164,Fazenda Boa Vista,Nelore,Multípara,6.3,5.5,85,383,Touro_L,IATF + Repasse,75.3,1,0,60,6.27,408.91,2775,85,2775,532.9499999999999,1001.8599999999999,1773.14,176.98480825664268
BOV-04165,Fazenda São José,Nelore,Primípara,3.2,3.6,87,432,Touro_L,IATF,74.7,1,0,45,8.58,498.03,2936,87,2936,746.46,1289.49,1646.51,127.68691498189206
BOV-04166,Fazenda Boa Vista,Angus,Novilha,2.1,5.6,0,474,Touro_J,IATF,72.5,1,0,45,7.75,556.63,3588,0,3588,0.0,601.63,2986.37,496.37983478217507
BOV-04167,Fazenda Santa Helena,Angus,Multípara,7.2,6.6,71,492,Touro_C,IATF + Repasse,65.3,1,0,60,7.39,526.43,2786,71,2786,524.6899999999999,1111.12,1674.88,150.73799409604726
BOV-04168,Fazenda Santa Helena,Hereford,Multípara,4.8,5.0,50,486,Touro_J,Monta Natural,77.9,1,0,15,10.17,588.23,2869,50,2869,508.5,1111.73,1757.27,158.0662570947982
BOV-04169,Fazenda Boa Vista,Hereford,Multípara,10.1,2.8,30,474,Touro_G,Monta Natural,70.6,0,0,15,7.65,623.43,2666,365,0,2792.25,3430.68,-3430.68,-100.0
BOV-04170,Fazenda Santa Helena,Angus,Primípara,3.2,5.0,62,467,Touro_H,TE,71.7,1,0,180,8.33,602.47,2708,62,2708,516.46,1298.93,1409.07,108.47928679759494
BOV-04171,Fazenda Santa Helena,Hereford,Novilha,2.8,5.1,0,421,Touro_G,Monta Natural,72.8,1,0,15,8.86,345.7,2980,0,2980,0.0,360.7,2619.3,726.1713335181593
BOV-04172,Fazenda Nova Aliança,Nelore,Multípara,11.4,5.7,87,437,Touro_F,IATF + Repasse,64.8,1,0,60,9.87,531.09,2104,87,2104,858.6899999999999,1449.78,654.22,45.12546731228186
BOV-04173,Fazenda Boa Vista,Nelore,Primípara,2.5,6.6,72,410,Touro_I,IATF,79.9,1,0,45,6.76,532.52,2446,72,2446,486.71999999999997,1064.24,1381.76,129.83537547921523
BOV-04174,Fazenda São José,Hereford,Multípara,11.9,6.4,30,501,Touro_K,IATF,77.0,1,0,45,8.78,471.18,2598,30,2598,263.4,779.5799999999999,1818.42,233.2563688139768
BOV-04175,Fazenda Nova Aliança,Nelore,Primípara,3.9,6.5,47,319,Touro_F,IATF,67.1,1,0,45,8.49,389.99,1830,47,1830,399.03000000000003,834.02,995.98,119.41919858036978
BOV-04176,Fazenda Nova Aliança,Nelore,Primípara,3.5,4.4,95,390,Touro_E,IATF + Repasse,65.7,1,0,60,6.82,342.26,2136,95,2136,647.9,1050.1599999999999,1085.8400000000001,103.39757751199821
BOV-04177,Fazenda São José,Brangus,Multípara,7.1,5.3,72,472,Touro_K,Monta Natural,67.3,1,0,15,8.95,597.3,2830,72,2830,644.4,1256.6999999999998,1573.3000000000002,125.19296570382753
BOV-04178,Fazenda Esperança,Angus,Primípara,3.5,4.0,45,467,Touro_F,IATF,67.2,1,0,45,6.82,576.41,2659,45,2659,306.90000000000003,928.31,1730.69,186.43448847906413
BOV-04179,Fazenda Boa Vista,Hereford,Novilha,2.0,5.5,0,383,Touro_J,Monta Natural,65.3,1,0,15,7.83,371.0,2811,0,2811,0.0,386.0,2425.0,628.238341968912
BOV-04180,Fazenda Boa Vista,Nelore,Novilha,2.4,5.3,0,346,Touro_D,IATF,73.9,0,0,45,6.92,488.8,1872,365,0,2525.8,3059.6000000000004,-3059.6000000000004,-100.0
BOV-04181,Fazenda Boa Vista,Nelore,Primípara,2.7,3.7,34,361,Touro_F,TE,73.8,0,0,180,7.81,492.62,1920,365,0,2850.6499999999996,3523.2699999999995,-3523.2699999999995,-100.0
BOV-04182,Fazenda Esperança,Nelore,Novilha,2.4,7.1,0,269,Touro_D,Monta Natural,64.5,1,1,15,7.24,354.35,2537,0,0,0.0,369.35,-369.35,-100.0
BOV-04183,Fazenda Esperança,Angus,Primípara,3.1,2.9,57,489,Touro_E,TE,84.3,1,0,180,6.02,548.51,2617,57,2617,343.14,1071.65,1545.35,144.2028647412868
BOV-04184,Fazenda Boa Vista,Nelore,Primípara,2.5,6.4,32,345,Touro_F,IATF,66.0,0,0,45,8.55,330.79,2497,365,0,3120.7500000000005,3496.5400000000004,-3496.5400000000004,-100.0
BOV-04185,Fazenda Santa Helena,Angus,Multípara,8.4,7.0,56,474,Touro_A,IATF,59.9,1,0,45,7.59,638.73,2699,56,2699,425.03999999999996,1108.77,1590.23,143.42289203351461
BOV-04186,Fazenda São José,Hereford,Primípara,3.7,5.5,119,410,Touro_F,Monta Natural,75.8,1,1,15,9.06,389.58,2646,119,0,1078.14,1482.72,-1482.72,-100.0
BOV-04187,Fazenda Santa Helena,Senepol,Multípara,7.4,4.2,30,503,Touro_F,IATF + Repasse,71.9,0,0,60,8.78,573.85,2778,365,0,3204.7,3838.5499999999997,-3838.5499999999997,-100.0
BOV-04188,Fazenda São José,Nelore,Novilha,1.6,4.7,0,337,Touro_A,Monta Natural,69.7,1,0,15,9.84,358.93,2931,0,2931,0.0,373.93,2557.07,683.8365469472897
BOV-04189,Fazenda Esperança,Angus,Multípara,11.1,4.8,55,468,Touro_G,IATF + Repasse,72.8,1,0,60,8.97,440.57,2678,55,2678,493.35,993.9200000000001,1684.08,169.4381841596909
BOV-04190,Fazenda Esperança,Angus,Novilha,2.4,6.5,0,430,Touro_L,IATF,71.7,1,0,45,7.16,529.0,3419,0,3419,0.0,574.0,2845.0,495.6445993031359
BOV-04191,Fazenda Esperança,Senepol,Multípara,4.9,5.5,92,526,Touro_J,IATF + Repasse,76.2,0,0,60,6.55,782.4,2446,365,0,2390.75,3233.15,-3233.15,-100.0
BOV-04192,Fazenda Nova Aliança,Senepol,Multípara,8.1,4.2,78,456,Touro_E,IATF + Repasse,70.8,1,0,60,5.67,516.83,2460,78,2460,442.26,1019.09,1440.9099999999999,141.39182996595
BOV-04193,Fazenda São José,Nelore,Multípara,8.0,6.9,56,405,Touro_H,Monta Natural,69.0,1,0,15,8.81,465.62,3167,56,3167,493.36,973.98,2193.02,225.1606809174726
BOV-04194,Fazenda Esperança,Brangus,Multípara,4.5,7.5,56,488,Touro_E,Monta Natural,73.3,1,0,15,5.12,517.73,2580,56,2580,286.72,819.45,1760.55,214.84532308255538
BOV-04195,Fazenda São José,Nelore,Primípara,3.7,4.8,46,327,Touro_J,IATF + Repasse,76.8,1,0,60,7.92,313.85,2197,46,2197,364.32,738.1700000000001,1458.83,197.62791768833733
BOV-04196,Fazenda Santa Helena,Nelore,Multípara,10.5,5.6,53,422,Touro_E,Monta Natural,71.4,0,0,15,8.37,421.07,2429,365,0,3055.0499999999997,3491.12,-3491.12,-100.0
BOV-04197,Fazenda Santa Helena,Nelore,Multípara,10.0,3.7,66,500,Touro_B,IATF,71.7,1,0,45,9.93,706.54,2256,66,2256,655.38,1406.92,849.0799999999999,60.350268671992715
BOV-04198,Fazenda Boa Vista,Angus,Multípara,5.6,5.0,87,486,Touro_D,IATF,79.8,1,0,45,6.77,711.35,2979,87,2979,588.99,1345.3400000000001,1633.6599999999999,121.43101372143843
BOV-04199,Fazenda Boa Vista,Angus,Primípara,4.2,5.5,57,454,Touro_D,IATF,72.3,1,0,45,7.74,625.78,2715,57,2715,441.18,1111.96,1603.04,144.16345911723442
BOV-04200,Fazenda São José,Nelore,Multípara,6.7,5.9,55,421,Touro_J,Monta Natural,63.2,1,0,15,9.0,344.59,2172,55,2172,495.0,854.5899999999999,1317.41,154.15696415825136
BOV-04201,Fazenda Esperança,Brangus,Novilha,2.9,5.6,0,364,Touro_J,Monta Natural,72.5,1,0,15,7.44,446.07,2657,0,2657,0.0,461.07,2195.93,476.26824560261997
BOV-04202,Fazenda Santa Helena,Nelore,Primípara,2.6,4.7,51,403,Touro_H,Monta Natural,72.0,0,0,15,9.45,477.35,2036,365,0,3449.2499999999995,3941.5999999999995,-3941.5999999999995,-100.0
BOV-04203,Fazenda Santa Helena,Angus,Novilha,2.2,5.6,0,431,Touro_C,IATF,73.5,1,0,45,8.74,578.55,3328,0,3328,0.0,623.55,2704.45,433.71822628498114
BOV-04204,Fazenda Nova Aliança,Nelore,Primípara,3.7,4.7,74,377,Touro_A,IATF,73.4,1,0,45,7.51,507.59,2189,74,2189,555.74,1108.33,1080.67,97.50435339655158
BOV-04205,Fazenda Santa Helena,Nelore,Multípara,6.0,6.0,79,320,Touro_G,IATF,72.1,0,0,45,9.69,354.14,2409,365,0,3536.85,3935.99,-3935.99,-100.0
BOV-04206,Fazenda São José,Angus,Multípara,10.2,3.1,75,499,Touro_I,Monta Natural,74.0,1,0,15,8.4,499.63,3126,75,3126,630.0,1144.63,1981.37,173.10135152844148
BOV-04207,Fazenda São José,Nelore,Multípara,9.0,5.4,30,505,Touro_F,IATF + Repasse,64.7,0,0,60,7.91,438.4,2355,365,0,2887.15,3385.55,-3385.55,-100.0
BOV-04208,Fazenda São José,Angus,Multípara,4.1,5.9,63,465,Touro_B,IATF + Repasse,85.6,1,0,60,7.77,570.99,2449,63,2449,489.51,1120.5,1328.5,118.56314145470772
BOV-04209,Fazenda Santa Helena,Nelore,Primípara,3.7,4.4,56,331,Touro_B,TE,72.4,0,0,180,8.07,328.19,2512,365,0,2945.55,3453.7400000000002,-3453.7400000000002,-100.0
BOV-04210,Fazenda Santa Helena,Angus,Multípara,7.9,4.9,85,507,Touro_A,IATF,65.6,1,0,45,8.54,747.95,2905,85,2905,725.9,1518.85,1386.15,91.2631267077065
BOV-04211,Fazenda Santa Helena,Nelore,Primípara,2.9,4.5,66,460,Touro_F,IATF,63.2,1,0,45,8.78,383.05,2274,66,2274,579.4799999999999,1007.53,1266.47,125.70047542008676
BOV-04212,Fazenda São José,Brangus,Multípara,12.0,4.9,30,481,Touro_H,IATF + Repasse,74.8,1,0,60,8.74,709.48,2325,30,2325,262.2,1031.68,1293.32,125.36057692307692
BOV-04213,Fazenda São José,Brangus,Multípara,11.2,5.5,54,529,Touro_A,IATF + Repasse,69.6,1,0,60,8.62,606.78,2783,54,2783,465.47999999999996,1132.26,1650.74,145.7916026354371
BOV-04214,Fazenda Santa Helena,Nelore,Multípara,6.3,5.7,71,452,Touro_L,IATF,73.8,1,0,45,8.76,553.52,1870,71,1870,621.96,1220.48,649.52,53.21840587309911
BOV-04215,Fazenda São José,Angus,Primípara,3.6,2.9,74,478,Touro_A,IATF + Repasse,84.7,1,1,60,10.0,577.65,2387,74,0,740.0,1377.65,-1377.65,-100.0
BOV-04216,Fazenda Esperança,Nelore,Multípara,6.5,6.3,47,399,Touro_A,Monta Natural,72.2,0,0,15,4.27,529.43,2224,365,0,1558.55,2102.98,-2102.98,-100.0
BOV-04217,Fazenda Santa Helena,Angus,Primípara,4.1,4.7,58,461,Touro_J,TE,78.5,1,0,180,6.52,398.13,2912,58,2912,378.15999999999997,956.29,1955.71,204.51013813801256
BOV-04218,Fazenda São José,Nelore,Primípara,4.4,6.9,50,389,Touro_E,IATF + Repasse,66.1,1,0,60,9.91,552.96,1987,50,1987,495.5,1108.46,878.54,79.2577088934197
BOV-04219,Fazenda Esperança,Angus,Multípara,6.9,4.1,50,477,Touro_G,IATF,73.6,1,1,45,7.06,645.73,2661,50,0,353.0,1043.73,-1043.73,-100.0
BOV-04220,Fazenda Boa Vista,Angus,Primípara,4.1,4.1,52,440,Touro_D,IATF,66.9,1,0,45,7.8,613.85,3140,52,3140,405.59999999999997,1064.45,2075.55,194.9880219831838
BOV-04221,Fazenda Boa Vista,Senepol,Multípara,8.0,5.3,84,449,Touro_A,Monta Natural,65.1,1,0,15,5.6,511.75,2860,84,2860,470.4,997.15,1862.85,186.81742967457254
BOV-04222,Fazenda São José,Angus,Primípara,3.3,5.4,51,398,Touro_A,IATF,73.1,0,0,45,8.93,512.81,2944,365,0,3259.45,3817.2599999999998,-3817.2599999999998,-100.0
BOV-04223,Fazenda Nova Aliança,Angus,Primípara,4.4,3.0,72,482,Touro_J,IATF,80.9,0,0,45,6.66,539.88,3087,365,0,2430.9,3015.78,-3015.78,-100.0
BOV-04224,Fazenda Esperança,Angus,Multípara,8.1,4.5,61,445,Touro_C,TE,77.8,1,0,180,7.82,396.61,3079,61,3079,477.02000000000004,1053.63,2025.37,192.22782191091747
BOV-04225,Fazenda São José,Senepol,Primípara,3.4,5.6,88,400,Touro_E,IATF + Repasse,88.0,0,0,60,8.63,404.56,2172,365,0,3149.9500000000003,3614.51,-3614.51,-100.0
BOV-04226,Fazenda Esperança,Brangus,Primípara,3.8,4.1,91,443,Touro_E,IATF + Repasse,71.7,1,0,60,5.96,440.74,2652,91,2652,542.36,1043.1,1608.9,154.24216278400922
BOV-04227,Fazenda Boa Vista,Nelore,Primípara,3.0,6.4,83,353,Touro_I,IATF + Repasse,74.0,0,0,60,7.54,323.43,2161,365,0,2752.1,3135.5299999999997,-3135.5299999999997,-100.0
BOV-04228,Fazenda São José,Hereford,Primípara,3.1,4.5,77,361,Touro_I,IATF,76.0,1,0,45,9.5,349.78,2791,77,2791,731.5,1126.28,1664.72,147.8069396597649
BOV-04229,Fazenda São José,Angus,Multípara,11.5,4.4,33,465,Touro_I,IATF + Repasse,72.7,0,0,60,8.67,534.27,2214,365,0,3164.55,3758.82,-3758.82,-100.0
BOV-04230,Fazenda Santa Helena,Hereford,Novilha,2.5,6.5,0,333,Touro_H,IATF + Repasse,77.3,0,0,60,7.93,364.82,2751,365,0,2894.45,3319.27,-3319.27,-100.0
BOV-04231,Fazenda Esperança,Hereford,Multípara,10.6,7.4,33,498,Touro_K,IATF + Repasse,68.8,1,0,60,8.4,513.15,2917,33,2917,277.2,850.3499999999999,2066.65,243.03522079143883
BOV-04232,Fazenda São José,Nelore,Multípara,6.2,6.0,38,374,Touro_I,IATF,67.8,1,0,45,9.31,536.58,2006,38,2006,353.78000000000003,935.3600000000001,1070.6399999999999,114.46288060212109
BOV-04233,Fazenda Boa Vista,Brangus,Novilha,2.3,7.0,0,439,Touro_H,IATF + Repasse,68.9,1,0,60,6.94,590.5,2679,0,2679,0.0,650.5,2028.5,311.837048424289
BOV-04234,Fazenda Nova Aliança,Nelore,Multípara,11.8,7.5,78,420,Touro_H,IATF + Repasse,66.0,1,1,60,6.75,336.74,2598,78,0,526.5,923.24,-923.24,-100.0
BOV-04235,Fazenda Santa Helena,Nelore,Multípara,6.5,4.4,61,422,Touro_H,Monta Natural,61.9,1,0,15,10.44,506.08,1758,61,1758,636.8399999999999,1157.9199999999998,600.0800000000002,51.82396020450465
BOV-04236,Fazenda Boa Vista,Nelore,Novilha,1.7,6.8,0,261,Touro_H,Monta Natural,71.1,0,0,15,6.91,336.67,2100,365,0,2522.15,2873.82,-2873.82,-100.0
BOV-04237,Fazenda Santa Helena,Brangus,Primípara,3.5,3.5,87,436,Touro_E,TE,58.6,0,0,180,10.15,365.1,2595,365,0,3704.75,4249.85,-4249.85,-100.0
BOV-04238,Fazenda Esperança,Nelore,Primípara,3.3,5.4,90,387,Touro_J,IATF,69.6,0,0,45,6.91,340.48,1715,365,0,2522.15,2907.63,-2907.63,-100.0
